unit,cycle,rul,label,reconstruction_error,predicted_label,rul_range
78.0,100.0,125.0,0,0.05756652,0,120+
35.0,31.0,125.0,0,0.045845244,0,120+
41.0,78.0,125.0,0,0.046712335,0,120+
31.0,97.0,125.0,0,0.048974883,0,120+
80.0,37.0,125.0,0,0.04985552,0,120+
71.0,52.0,125.0,0,0.0447438,0,120+
7.0,126.0,125.0,0,0.049257126,0,120+
69.0,64.0,125.0,0,0.048890833,0,120+
88.0,92.0,121.0,0,0.046829615,0,120+
30.0,61.0,125.0,0,0.05271235,0,120+
78.0,57.0,125.0,0,0.06201144,1,120+
92.0,132.0,125.0,0,0.049023364,0,120+
67.0,68.0,125.0,0,0.04982751,0,120+
61.0,34.0,125.0,0,0.058011908,1,120+
54.0,88.0,125.0,0,0.052715454,0,120+
92.0,51.0,125.0,0,0.04708835,0,120+
95.0,121.0,125.0,0,0.05264005,0,120+
64.0,96.0,125.0,0,0.042422924,0,120+
76.0,45.0,125.0,0,0.04514577,0,120+
48.0,68.0,125.0,0,0.054808613,0,120+
75.0,109.0,120.0,0,0.047413282,0,90-120
72.0,86.0,125.0,0,0.0499945,0,120+
83.0,170.0,123.0,0,0.050413627,0,120+
31.0,50.0,125.0,0,0.061626427,1,120+
94.0,49.0,125.0,0,0.046339646,0,120+
94.0,119.0,125.0,0,0.048035763,0,120+
9.0,62.0,125.0,0,0.052163478,0,120+
73.0,59.0,125.0,0,0.046387278,0,120+
88.0,64.0,125.0,0,0.0464344,0,120+
4.0,59.0,125.0,0,0.0507787,0,120+
16.0,80.0,125.0,0,0.049298707,0,120+
48.0,82.0,125.0,0,0.05079973,0,120+
21.0,39.0,125.0,0,0.04585607,0,120+
5.0,76.0,125.0,0,0.0608746,1,120+
53.0,58.0,125.0,0,0.052414842,0,120+
64.0,156.0,125.0,0,0.04753279,0,120+
78.0,111.0,120.0,0,0.05189443,0,90-120
84.0,108.0,125.0,0,0.046360835,0,120+
53.0,60.0,125.0,0,0.0523026,0,120+
97.0,52.0,125.0,0,0.04804467,0,120+
12.0,39.0,125.0,0,0.047336295,0,120+
2.0,71.0,125.0,0,0.05348229,0,120+
18.0,57.0,125.0,0,0.04708076,0,120+
41.0,67.0,125.0,0,0.04734186,0,120+
17.0,41.0,125.0,0,0.055514824,0,120+
81.0,55.0,125.0,0,0.04898575,0,120+
16.0,46.0,125.0,0,0.04625141,0,120+
22.0,49.0,125.0,0,0.04099075,0,120+
18.0,72.0,123.0,0,0.045446653,0,120+
5.0,112.0,125.0,0,0.053011432,0,120+
56.0,67.0,125.0,0,0.048968952,0,120+
86.0,81.0,125.0,0,0.046427097,0,120+
31.0,47.0,125.0,0,0.060092937,1,120+
15.0,39.0,125.0,0,0.056291386,0,120+
20.0,102.0,125.0,0,0.047346067,0,120+
73.0,70.0,125.0,0,0.045294452,0,120+
71.0,86.0,122.0,0,0.04387503,0,120+
82.0,73.0,125.0,0,0.049518056,0,120+
7.0,30.0,125.0,0,0.04908242,0,120+
4.0,66.0,123.0,0,0.05173445,0,120+
94.0,122.0,125.0,0,0.047938503,0,120+
54.0,106.0,125.0,0,0.050565917,0,120+
38.0,62.0,125.0,0,0.046270683,0,120+
33.0,31.0,125.0,0,0.0673507,1,120+
48.0,58.0,125.0,0,0.057119913,0,120+
6.0,30.0,125.0,0,0.047223173,0,120+
83.0,124.0,125.0,0,0.051029287,0,120+
26.0,55.0,125.0,0,0.04951016,0,120+
25.0,47.0,125.0,0,0.049625993,0,120+
56.0,95.0,125.0,0,0.0452555,0,120+
46.0,31.0,125.0,0,0.054706585,0,120+
94.0,93.0,125.0,0,0.04720812,0,120+
83.0,90.0,125.0,0,0.050169315,0,120+
100.0,37.0,125.0,0,0.043931466,0,120+
49.0,52.0,125.0,0,0.045140103,0,120+
95.0,52.0,125.0,0,0.057138715,0,120+
44.0,72.0,120.0,0,0.053107,0,90-120
40.0,50.0,125.0,0,0.04549028,0,120+
56.0,138.0,125.0,0,0.049783636,0,120+
86.0,138.0,125.0,0,0.04266127,0,120+
48.0,36.0,125.0,0,0.05580821,0,120+
26.0,76.0,123.0,0,0.048791107,0,120+
5.0,94.0,125.0,0,0.05745174,0,120+
96.0,95.0,125.0,0,0.05053929,0,120+
83.0,160.0,125.0,0,0.048458744,0,120+
67.0,150.0,125.0,0,0.04562645,0,120+
92.0,54.0,125.0,0,0.048844174,0,120+
73.0,91.0,122.0,0,0.046654236,0,120+
51.0,51.0,125.0,0,0.052579403,0,120+
2.0,136.0,125.0,0,0.052803036,0,120+
83.0,132.0,125.0,0,0.04849285,0,120+
100.0,68.0,125.0,0,0.05044463,0,120+
5.0,69.0,125.0,0,0.059143722,1,120+
79.0,73.0,125.0,0,0.049416047,0,120+
36.0,32.0,125.0,0,0.04540514,0,120+
92.0,69.0,125.0,0,0.048904616,0,120+
5.0,75.0,125.0,0,0.06066994,1,120+
84.0,83.0,125.0,0,0.04606053,0,120+
89.0,80.0,125.0,0,0.049948342,0,120+
67.0,70.0,125.0,0,0.05021518,0,120+
49.0,40.0,125.0,0,0.04729968,0,120+
20.0,95.0,125.0,0,0.047083903,0,120+
83.0,52.0,125.0,0,0.05165275,0,120+
41.0,92.0,124.0,0,0.05222097,0,120+
86.0,87.0,125.0,0,0.04609735,0,120+
56.0,147.0,125.0,0,0.047083233,0,120+
59.0,48.0,125.0,0,0.05878376,1,120+
48.0,48.0,125.0,0,0.05838056,1,120+
89.0,63.0,125.0,0,0.045156267,0,120+
17.0,134.0,125.0,0,0.051223613,0,120+
32.0,58.0,125.0,0,0.043329727,0,120+
86.0,101.0,125.0,0,0.045734264,0,120+
92.0,157.0,125.0,0,0.0462996,0,120+
21.0,73.0,122.0,0,0.048343908,0,120+
54.0,96.0,125.0,0,0.05131689,0,120+
12.0,44.0,125.0,0,0.046960372,0,120+
25.0,69.0,125.0,0,0.04757426,0,120+
69.0,218.0,125.0,0,0.04737074,0,120+
69.0,35.0,125.0,0,0.046575464,0,120+
81.0,85.0,125.0,0,0.048746586,0,120+
92.0,135.0,125.0,0,0.048523486,0,120+
94.0,132.0,125.0,0,0.046334974,0,120+
88.0,55.0,125.0,0,0.046991494,0,120+
72.0,52.0,125.0,0,0.043557502,0,120+
50.0,33.0,125.0,0,0.04511756,0,120+
7.0,59.0,125.0,0,0.05325056,0,120+
9.0,43.0,125.0,0,0.04957282,0,120+
49.0,75.0,125.0,0,0.04558859,0,120+
49.0,43.0,125.0,0,0.045762617,0,120+
67.0,121.0,125.0,0,0.043318186,0,120+
6.0,40.0,125.0,0,0.04537597,0,120+
87.0,58.0,120.0,0,0.04748018,0,90-120
71.0,30.0,125.0,0,0.047803745,0,120+
22.0,64.0,125.0,0,0.04432698,0,120+
7.0,42.0,125.0,0,0.050182804,0,120+
60.0,37.0,125.0,0,0.04687804,0,120+
72.0,48.0,125.0,0,0.044422608,0,120+
17.0,86.0,125.0,0,0.041812483,0,120+
72.0,31.0,125.0,0,0.048355658,0,120+
59.0,68.0,125.0,0,0.04882581,0,120+
54.0,124.0,125.0,0,0.048209004,0,120+
34.0,74.0,121.0,0,0.048462465,0,120+
31.0,56.0,125.0,0,0.061287418,1,120+
42.0,39.0,125.0,0,0.050543875,0,120+
49.0,67.0,125.0,0,0.04223527,0,120+
2.0,111.0,125.0,0,0.055396203,0,120+
2.0,89.0,125.0,0,0.059924945,1,120+
71.0,83.0,125.0,0,0.042784248,0,120+
44.0,62.0,125.0,0,0.050541434,0,120+
17.0,105.0,125.0,0,0.047138393,0,120+
25.0,68.0,125.0,0,0.048483957,0,120+
15.0,38.0,125.0,0,0.058762528,1,120+
2.0,31.0,125.0,0,0.054260977,0,120+
12.0,48.0,122.0,0,0.045813743,0,120+
44.0,60.0,125.0,0,0.05093565,0,120+
13.0,35.0,125.0,0,0.0425893,0,120+
89.0,40.0,125.0,0,0.044943113,0,120+
5.0,58.0,125.0,0,0.057805143,0,120+
2.0,122.0,125.0,0,0.047945414,0,120+
26.0,40.0,125.0,0,0.0471338,0,120+
56.0,90.0,125.0,0,0.046721,0,120+
75.0,92.0,125.0,0,0.047212936,0,120+
22.0,57.0,125.0,0,0.04192755,0,120+
10.0,41.0,125.0,0,0.05701465,0,120+
5.0,130.0,125.0,0,0.050864942,0,120+
84.0,96.0,125.0,0,0.046693213,0,120+
86.0,80.0,125.0,0,0.04545758,0,120+
31.0,110.0,124.0,0,0.051969633,0,120+
61.0,35.0,125.0,0,0.058289405,1,120+
69.0,49.0,125.0,0,0.04863033,0,120+
67.0,175.0,125.0,0,0.048379138,0,120+
29.0,37.0,125.0,0,0.046431214,0,120+
46.0,74.0,125.0,0,0.049433995,0,120+
68.0,37.0,125.0,0,0.04695988,0,120+
73.0,84.0,125.0,0,0.045713488,0,120+
42.0,31.0,125.0,0,0.052477673,0,120+
16.0,62.0,125.0,0,0.048298653,0,120+
74.0,32.0,125.0,0,0.0533484,0,120+
16.0,48.0,125.0,0,0.046014227,0,120+
44.0,36.0,125.0,0,0.047897503,0,120+
46.0,71.0,125.0,0,0.048376072,0,120+
40.0,59.0,125.0,0,0.04550729,0,120+
84.0,33.0,125.0,0,0.045559175,0,120+
7.0,73.0,125.0,0,0.056116793,0,120+
25.0,43.0,125.0,0,0.050376076,0,120+
67.0,119.0,125.0,0,0.04330374,0,120+
79.0,30.0,125.0,0,0.052720565,0,120+
21.0,66.0,125.0,0,0.047604978,0,120+
87.0,42.0,125.0,0,0.048364934,0,120+
60.0,52.0,120.0,0,0.047416825,0,90-120
95.0,75.0,125.0,0,0.060748328,1,120+
40.0,68.0,120.0,0,0.046451766,0,90-120
95.0,117.0,125.0,0,0.05236241,0,120+
6.0,39.0,125.0,0,0.045529567,0,120+
56.0,127.0,125.0,0,0.049730293,0,120+
95.0,77.0,125.0,0,0.059175517,1,120+
82.0,41.0,125.0,0,0.05455854,0,120+
2.0,108.0,125.0,0,0.05643961,0,120+
55.0,68.0,125.0,0,0.048258346,0,120+
92.0,118.0,125.0,0,0.04809594,0,120+
7.0,38.0,125.0,0,0.049581837,0,120+
46.0,80.0,125.0,0,0.053213518,0,120+
47.0,61.0,125.0,0,0.049160607,0,120+
54.0,76.0,125.0,0,0.049819775,0,120+
12.0,41.0,125.0,0,0.04656914,0,120+
68.0,63.0,125.0,0,0.048121635,0,120+
86.0,56.0,125.0,0,0.046547197,0,120+
61.0,30.0,125.0,0,0.05555519,0,120+
4.0,67.0,122.0,0,0.052139293,0,120+
15.0,32.0,125.0,0,0.058257073,1,120+
96.0,186.0,125.0,0,0.04984899,0,120+
7.0,67.0,125.0,0,0.054228675,0,120+
64.0,99.0,125.0,0,0.041927245,0,120+
18.0,37.0,125.0,0,0.045941733,0,120+
80.0,58.0,125.0,0,0.04748924,0,120+
46.0,52.0,125.0,0,0.04796346,0,120+
69.0,165.0,125.0,0,0.049335513,0,120+
32.0,37.0,125.0,0,0.04874709,0,120+
11.0,80.0,125.0,0,0.04401229,0,120+
17.0,73.0,125.0,0,0.046440765,0,120+
25.0,52.0,125.0,0,0.05181026,0,120+
7.0,34.0,125.0,0,0.04819892,0,120+
11.0,65.0,125.0,0,0.04904588,0,120+
95.0,56.0,125.0,0,0.057741676,0,120+
10.0,33.0,125.0,0,0.0550924,0,120+
51.0,74.0,125.0,0,0.054893818,0,120+
34.0,33.0,125.0,0,0.05045914,0,120+
69.0,51.0,125.0,0,0.048912022,0,120+
30.0,33.0,125.0,0,0.05711706,0,120+
72.0,46.0,125.0,0,0.043487236,0,120+
22.0,68.0,125.0,0,0.045046296,0,120+
69.0,57.0,125.0,0,0.04934055,0,120+
64.0,102.0,125.0,0,0.042719718,0,120+
84.0,73.0,125.0,0,0.043934293,0,120+
78.0,31.0,125.0,0,0.06261641,1,120+
